2.581051503333333,0.009904235000000039,2.57043186,2.59024033,2.58248232
2.5803005333333338,0.0035311000000000092,2.57630907,2.58122126,2.58337127
2.57934925,0.003591840000000124,2.57671212,2.57743983,2.5838958
2.6002057633333333,0.007850715000000008,2.59502774,2.61064549,2.59494406
2.626703143333333,0.006379864999999985,2.62940778,2.61897096,2.63173069
2.683536483333333,0.028571970000000002,2.65905189,2.67536173,2.71619583
2.6787735633333334,0.0035097049999999186,2.6821188,2.6791025,2.67509939
2.8814222566666667,0.010353944999999865,2.88888973,2.86818184,2.8871952
2.910208323333333,0.016413119999999948,2.89407367,2.90965139,2.92689991
2.9665966166666666,0.03589625499999993,2.94014359,2.94771016,3.0119361
3.1000016366666667,0.11227369500000006,3.00934534,3.23389273,3.05676684
3.1020065599999995,0.06223120999999998,3.0358574,3.16031982,3.10984246
3.19028757,0.03583783500000015,3.17498798,3.2337752,3.16209953
